新疆建设工程招投标网,http://www.xjztb.net/Homepage/webzbggDisplay.aspx?BidID=34414
广西壮族自治区政府采购网,http://www.gxzfcg.gov.cn/view/staticpags/zgys/8ab8814e475a393901475b82b86005ad.html
贵州省住房和城乡建设网,http://www.gzjs.gov.cn/webSite/main/pageDetail1.aspx?fid=9febee71-67aa-4d1b-9110-6a7aeb33d9e9&fcol=11400201
上海市政府采购网,http://www.ccgp-shanghai.gov.cn/resource/bulletin.do?method=showbulletin&bulletin_id=2014011464
重庆市招标投标综合网,http://www.cqzb.gov.cn/bxgg-6-4832-1.aspx
四川政府采购网,http://www.sczfcg.com/view/staticpags/shiji_jggg1/402886874666647901475b79f2c13b5c.html
浙江重大工程交易网,http://www.zmctc.com/zjgcjy/Notice/KBSLInfo.aspx?SectID=20140600101
河北建设工程信息网,http://www.hebgc.com/hebgc2009/index.php?a=eng-anc-detail&xh=310885
陕西省采购与招标网,http://www.sntba.com/news_detail/newsId=652ce91c-e1b7-4f0a-b1e0-5d718abba469.html
四川建设网,http://www.sccin.com.cn/InvestmentInfo/ZhaoBiao/InviteNoticeDetail.aspx?id=112343
湖南省建设工程招标投标网,http://www.hnztb.org/ViewInfo.aspx?ActDatumBase_Article=31e87b91-efe6-4d16-97ef-f812330013b0&ShowAboutFile=true
辽宁省政府集中采购网,http://www.lnzc.gov.cn/InfoContent_Master.aspx?infoId=2615
福建省建设工程交易网,http://www.fjjsjy.com/Front/Zbgg_Detail/zbgg/25201162014072102
湖北公共资源交易信息网,http://www.hbggzy.cn/hubeizxwz/infodetail/?infoid=71b4ccb1-7fae-4cb8-8b82-915a2fab5811&categoryNum=004001005001
辽宁政府采购网,http://www.ccgp-liaoning.gov.cn/bulletin.do?method=showbulletin&bulletin_id=2014007429
山东政府集中采购网,http://www.sdzfcg.gov.cn/site/Page/Information/ResultInfo.aspx?id=6E208C6DFDDEAFED
中国政府采购网,http://www.ccgp.gov.cn/cggg/dfbx/zbgg/201407/t20140722_3625956.shtml
福建省招标与采购网,http://www.fjbid.gov.cn/zbgg1/zbgs/201407/t20140722_158066.htm
内蒙古自治区政府采购网,http://www.nmgp.gov.cn/static/PREAUDIT/2014/7/22/35c113ed42094f43976e27f4047abf66.html
辽宁建设工程信息网,http://www.lnzb.cn/lnzbtb/InfoDetail/Default.aspx?InfoID=c48b5524-3ed9-4f8f-b63c-848e725e9278&CategoryNum=003002
吉林省建设项目招标网,http://jilinbidding.changchun.gov.cn/zbgg/201407/t20140722_1289644.html
黑龙江工程招投标网,http://www.hljztb.com/showbid_zbgs.aspx?FID=3F4427A3-A267-4F9E-8616-3FA46970F7CC
湖南省招标投标监管网,http://www.bidding.hunan.gov.cn/item/itemInviteBaseInfoDetail.aspx?ID=82632
江西省公共资源交易网,http://ggzy.jiangxi.gov.cn/jxzbw/ZtbInfo/ZBGG_Detail.aspx?InfoID=c39460ed-3a80-419e-a25d-df972b90187e&CategoryNum=002001005
